Status,Month,ID,Name,Type
"SUBMITTED","AGU","3213200201","GUDANG ARNET AHMAD YANI","GUDANG"
"SUBMITTED","AGU","3213200401F","GMP BANDUNG","SARANA OLAHRAGA"
"SUBMITTED","AGU","3213200403","GUDANG GMP BANDUNG","GUDANG"
"SUBMITTED","AGU","3213200405","GMP BANDUNG","UTILITY"
"SUBMITTED","AGU","3213200702","GUDANG PLASA SUMEDANG","GUDANG"
"SUBMITTED","AGU","3213200902","RUMDIN WASTUKENCANA","UTILITY"
"SUBMITTED","AGU","3213201402","GUDANG STO SUMEDANG","GUDANG"
"SUBMITTED","AGU","3213201502","GUDANG TANJUNGSARI","GUDANG"
"SUBMITTED","AGU","3213202201","GUDANG TELKOM CISANGGARUNG","GUDANG"
"SUBMITTED","AGU","3213202202","TELKOM CISANGGARUNG","UTILITY"
"SUBMITTED","AGU","3213202302","GUDANG DHARMA WANITA","GUDANG"
"SUBMITTED","AGU","3213202502","GUDANG WITEL BANDUNG","GUDANG"
"SUBMITTED","AGU","3213202504","WITEL BANDUNG","UTILITY"
"SUBMITTED","AGU","3213203703","GUDANG GT SEKAR","GUDANG"
"SUBMITTED","AGU","3213204704","GT BENGAWAN 81","GUDANG"
"SUBMITTED","AGU","3213205228","GUDANG GEDUNG POOL KBM","GUDANG"
"SUBMITTED","AGU","3213205229","GUDANG GEDUNG AULA","GUDANG"
"OPEN","AGU","3223200102","GUDANG WITEL BANDUNG BARAT","GUDANG"
"SUBMITTED","AGU","3223200202","EKS CATEL PANGALENGAN","UTILITY"
"SUBMITTED","AGU","3223200303","EKS CATEL PADALARANG","UTILITY"
"SUBMITTED","AGU","3223200401","GUDANG ARSIP DAYEUH KOLOT / EKS NETRE","GUDANG"
"SUBMITTED","AGU","3223200402","GUDANG ARSIP DAYEUH KOLOT / EKS NETRE","GUDANG"
"SUBMITTED","AGU","3223200602","GUDANG PLASA BAROS","GUDANG"
"SUBMITTED","AGU","3223200603","PLASA BAROS","UTILITY"
"SUBMITTED","AGU","3223201403","GUDANG STO CIMAHI","GUDANG"
"SUBMITTED","AGU","3223201702","GUDANG CIWIDEY","GUDANG"
"SUBMITTED","AGU","3223201902","GUDANG LEMBANG","GUDANG"
"SUBMITTED","AGU","3223201903","STO LEMBANG","UTILITY"
"SUBMITTED","AGU","3223202003","GUDANG MAJALAYA","GUDANG"
"SUBMITTED","AGU","3223202302","GUDANG SOREANG","GUDANG"
"SUBMITTED","AGU","3223202602","STO BOJONGWARU","UTILITY"
"SUBMITTED","AGU","3223202603","GUDANG BOJONGWARU","GUDANG"
"SUBMITTED","AGU","3223202802","GUDANG MESS PALAPA SOREANG","GUDANG"
"SUBMITTED","AGU","3223202804","MESS PALAPA SOREANG","UTILITY"
"SUBMITTED","AGU","3213200102","PLASA SUPRATMAN","OFFICE"
"SUBMITTED","AGU","3213200104","GEDUNG KOSONG PLASA SUPRATMAN","IDLE"
"SUBMITTED","AGU","3213200202","ARNET AHMAD YANI","OFFICE"
"SUBMITTED","AGU","3213200401D","GMP BANDUNG","OFFICE"
"SUBMITTED","AGU","3213200401E","GMP BANDUNG","RUANG IBADAH"
"SUBMITTED","AGU","3213200404","GEDUNG KOSONG GMP BANDUNG","IDLE"
"OPEN","AGU","3213200701","PLASA SUMEDANG","OFFICE"
"OPEN","AGU","3213200703","GEDUNG KOSONG PLASA SUMEDANG","IDLE"
"OPEN","AGU","3213201001","PLASA / STO CIJAURA","OFFICE"
"SUBMITTED","AGU","3213201002","GEDUNG KOSONG CIJAURA","IDLE"
"OPEN","AGU","3213201101","STO HEGARMANAH","OFFICE"
"SUBMITTED","AGU","3213201201","PLASA / STO KOPO","OFFICE"
"SUBMITTED","AGU","3213201202","GEDUNG KOSONG KOPO","IDLE"
"SUBMITTED","AGU","3213201301","STO SADANG SERANG","OFFICE"
"SUBMITTED","AGU","3213201401","STO SUMEDANG","OFFICE"
"SUBMITTED","AGU","3213201501","STO TANJUNGSARI","OFFICE"
"SUBMITTED","AGU","3213201601","STO TEGALEGA","OFFICE"
"SUBMITTED","AGU","3213201602","GEDUNG KOSONG TEGALEGA","IDLE"
"SUBMITTED","AGU","3213201701","STO TURANGGA","OFFICE"
"SUBMITTED","AGU","3213201801","STO UJUNG BERUNG","OFFICE"
"SUBMITTED","AGU","3213201802","PLASA UJUNG BERUNG","OFFICE"
"SUBMITTED","AGU","3213201803","GEDUNG KOSONG PLASA UJUNG BERUNG","IDLE"
"OPEN","AGU","3213201804","GEDUNG KOSONGSTO UJUNG BERUNG","IDLE"
"SUBMITTED","AGU","3213202301","TELKOM DHARMA WANITA","OFFICE"
"SUBMITTED","AGU","3213202403","GT WAHIDIN","IDLE"
"SUBMITTED","AGU","3213202503","GEDUNG KOSONG WITEL BANDUNG","IDLE"
"SUBMITTED","AGU","3213204703","GT BENGAWAN 81","OFFICE"
"SUBMITTED","AGU","3213205201","STO / PLASA GEGER KALONG","OFFICE"
"SUBMITTED","AGU","3213205231","GEDUNG KOSONG STO GEGERKALONG","IDLE"
"SUBMITTED","AGU","3223200101","WITEL BANDUNG BARAT","OFFICE"
"SUBMITTED","AGU","3223200103","GEDUNG KOSONG WITEL BANDUNG BARAT","IDLE"
"SUBMITTED","AGU","3223200201","EKS CATEL PANGALENGAN","OFFICE"
"SUBMITTED","AGU","3223200301","PLASA / EKS CATEL PADALARANG","OFFICE"
"SUBMITTED","AGU","3223200302","GEDUNG KOSONG PADALARANG","IDLE"
"SUBMITTED","AGU","3223200601","PLASA BAROS","OFFICE"
"SUBMITTED","AGU","3223200801","PLASA / STO BANJARAN","OFFICE"
"SUBMITTED","AGU","3223200901","STO BATUJAJAR","OFFICE"
"SUBMITTED","AGU","3223200902","GEDUNG KOSONG BATUJAJAR","IDLE"
"SUBMITTED","AGU","3223201001","STO CICALENGKA","OFFICE"
"SUBMITTED","AGU","3223201002","GEDUNG KOSONG CICALENGKA","IDLE"
"SUBMITTED","AGU","3223201101","STO CIHALIWUNG","OFFICE"
"SUBMITTED","AGU","3223201102","GEDUNG KOSONG CIHALIWUNG","IDLE"
"SUBMITTED","AGU","3223201201","STO CIKALONG WETAN","OFFICE"
"SUBMITTED","AGU","3223201301","STO CILILIN","OFFICE"
"SUBMITTED","AGU","3223201302","GEDUNG KOSONG CILILIN","IDLE"
"SUBMITTED","AGU","3223201401","STO CIMAHI","OFFICE"
"SUBMITTED","AGU","3223201402","GEDUNG KOSONG STO CIMAHI","IDLE"
"SUBMITTED","AGU","3223201501","STO CIPATAT","OFFICE"
"SUBMITTED","AGU","3223201601","STO CISARUA","OFFICE"
"SUBMITTED","AGU","3223201701","STO CIWIDEY","OFFICE"
"SUBMITTED","AGU","3223201703","GEDUNG KOSONG CIWIDEY","IDLE"
"SUBMITTED","AGU","3223201801","STO GUNUNG HALU","OFFICE"
"SUBMITTED","AGU","3223201901","STO LEMBANG","OFFICE"
"SUBMITTED","AGU","3223202001","STO MAJALAYA","OFFICE"
"SUBMITTED","AGU","3223202002","GEDUNG KOSONG MAJALAYA","IDLE"
"SUBMITTED","AGU","3223202101","STO NANJUNG","OFFICE"
"SUBMITTED","AGU","3223202201","PLASA / STO RANCAEKEK","OFFICE"
"SUBMITTED","AGU","3223202202","GEDUNG KOSONG RANCAEKEK","IDLE"
"SUBMITTED","AGU","3223202301","PLASA / STO SOREANG","OFFICE"
"SUBMITTED","AGU","3223202303","GEDUNG KOSONG SOREANG","IDLE"
"SUBMITTED","AGU","3223202801","MESS PALAPA SOREANG","OFFICE"
"SUBMITTED","AGU","3223202803","GEDUNG KOSONG PALAPA SOREANG","IDLE"
"SUBMITTED","AGU","3213205201A","STO / PLASA GEGER KALONG","IDLE"
"SUBMITTED","AGU","3223200301A","PLASA / EKS CATEL PADALARANG","IDLE"
"SUBMITTED","AGU","3213200203","KANTOR CICADAS","OFFICE"
"SUBMITTED","AGU","3213200204","STO CICADAS","POP ETC"
"SUBMITTED","AGU","3213200301","DIVA KEBON WARU","OFFICE"
"SUBMITTED","AGU","3213200401B","GMP BANDUNG","OFFICE"
"SUBMITTED","AGU","3213200401C","GMP BANDUNG","POP ETC"
"SUBMITTED","AGU","3213201901","TELKOM ACI GD. B","OFFICE"
"SUBMITTED","AGU","3213202001","TELKOM ACI GD. A","OFFICE"
"SUBMITTED","AGU","3213203702","GT SEKAR","OFFICE"
"SUBMITTED","AGU","3213200401A","GMP BANDUNG","OFFICE"
"SUBMITTED","AGU","3213200901","RUMDIN WASTUKENCANA","OFFICE"
"OPEN","AGU","3213202501","PLASA / WITEL BANDUNG / STO LEMBONG","OFFICE"
"SUBMITTED","AGU","3213200401","GMP BANDUNG","OFFICE"
"OPEN","JUL","3213202502","GUDANG WITEL BANDUNG","GUDANG"
"SUBMITTED","JUL","3213202504","WITEL BANDUNG","UTILITY"
"OPEN","JUL","3213205228","GUDANG GEDUNG POOL KBM","GUDANG"
"SUBMITTED","JUL","3213205229","GUDANG GEDUNG AULA","GUDANG"
"SUBMITTED","JUL","3213200104","GEDUNG KOSONG PLASA SUPRATMAN","IDLE"
"SUBMITTED","JUL","3213200202","ARNET AHMAD YANI","OFFICE"
"SUBMITTED","JUL","3213200401D","GMP BANDUNG","OFFICE"
"SUBMITTED","JUL","3213200401E","GMP BANDUNG","RUANG IBADAH"
"SUBMITTED","JUL","3213200404","GEDUNG KOSONG GMP BANDUNG","IDLE"
"SUBMITTED","JUL","3213200701","PLASA SUMEDANG","OFFICE"
"SUBMITTED","JUL","3213200703","GEDUNG KOSONG PLASA SUMEDANG","IDLE"
"SUBMITTED","JUL","3213201001","PLASA / STO CIJAURA","OFFICE"
"SUBMITTED","JUL","3213201002","GEDUNG KOSONG CIJAURA","IDLE"
"SUBMITTED","JUL","3213201101","STO HEGARMANAH","OFFICE"
"SUBMITTED","JUL","3213201201","PLASA / STO KOPO","OFFICE"
"SUBMITTED","JUL","3213201202","GEDUNG KOSONG KOPO","IDLE"
"SUBMITTED","JUL","3213201301","STO SADANG SERANG","OFFICE"
"SUBMITTED","JUL","3213201401","STO SUMEDANG","OFFICE"
"SUBMITTED","JUL","3213201501","STO TANJUNGSARI","OFFICE"
"SUBMITTED","JUL","3213201601","STO TEGALEGA","OFFICE"
"SUBMITTED","JUL","3213201602","GEDUNG KOSONG TEGALEGA","IDLE"
"SUBMITTED","JUL","3213201701","STO TURANGGA","OFFICE"
"OPEN","JUL","3213201801","STO UJUNG BERUNG","OFFICE"
"SUBMITTED","JUL","3213201802","PLASA UJUNG BERUNG","OFFICE"
"SUBMITTED","JUL","3213201803","GEDUNG KOSONG PLASA UJUNG BERUNG","IDLE"
"SUBMITTED","JUL","3213201804","GEDUNG KOSONGSTO UJUNG BERUNG","IDLE"
"SUBMITTED","JUL","3213202403","GT WAHIDIN","IDLE"
"OPEN","JUL","3213202503","GEDUNG KOSONG WITEL BANDUNG","IDLE"
"SUBMITTED","JUL","3213205201","STO / PLASA GEGER KALONG","OFFICE"
"SUBMITTED","JUL","3213205231","GEDUNG KOSONG STO GEGERKALONG","IDLE"
"SUBMITTED","JUL","3223200101","WITEL BANDUNG BARAT","OFFICE"
"SUBMITTED","JUL","3223200103","GEDUNG KOSONG WITEL BANDUNG BARAT","IDLE"
"SUBMITTED","JUL","3223200201","EKS CATEL PANGALENGAN","OFFICE"
"SUBMITTED","JUL","3223200301","PLASA / EKS CATEL PADALARANG","OFFICE"
"SUBMITTED","JUL","3223200302","GEDUNG KOSONG PADALARANG","IDLE"
"SUBMITTED","JUL","3223200601","PLASA BAROS","OFFICE"
"SUBMITTED","JUL","3223200801","PLASA / STO BANJARAN","OFFICE"
"SUBMITTED","JUL","3223200901","STO BATUJAJAR","OFFICE"
"SUBMITTED","JUL","3223200902","GEDUNG KOSONG BATUJAJAR","IDLE"
"SUBMITTED","JUL","3223201001","STO CICALENGKA","OFFICE"
"SUBMITTED","JUL","3223201002","GEDUNG KOSONG CICALENGKA","IDLE"
"SUBMITTED","JUL","3223201101","STO CIHALIWUNG","OFFICE"
"SUBMITTED","JUL","3223201102","GEDUNG KOSONG CIHALIWUNG","IDLE"
"SUBMITTED","JUL","3223201201","STO CIKALONG WETAN","OFFICE"
"SUBMITTED","JUL","3223201301","STO CILILIN","OFFICE"
"SUBMITTED","JUL","3223201302","GEDUNG KOSONG CILILIN","IDLE"
"SUBMITTED","JUL","3223201401","STO CIMAHI","OFFICE"
"SUBMITTED","JUL","3223201402","GEDUNG KOSONG STO CIMAHI","IDLE"
"SUBMITTED","JUL","3223201501","STO CIPATAT","OFFICE"
"SUBMITTED","JUL","3223201601","STO CISARUA","OFFICE"
"SUBMITTED","JUL","3223201701","STO CIWIDEY","OFFICE"
"SUBMITTED","JUL","3223201703","GEDUNG KOSONG CIWIDEY","IDLE"
"SUBMITTED","JUL","3223201801","STO GUNUNG HALU","OFFICE"
"SUBMITTED","JUL","3223201901","STO LEMBANG","OFFICE"
"SUBMITTED","JUL","3223202001","STO MAJALAYA","OFFICE"
"SUBMITTED","JUL","3223202002","GEDUNG KOSONG MAJALAYA","IDLE"
"SUBMITTED","JUL","3223202101","STO NANJUNG","OFFICE"
"SUBMITTED","JUL","3223202201","PLASA / STO RANCAEKEK","OFFICE"
"SUBMITTED","JUL","3223202202","GEDUNG KOSONG RANCAEKEK","IDLE"
"SUBMITTED","JUL","3223202301","PLASA / STO SOREANG","OFFICE"
"SUBMITTED","JUL","3223202303","GEDUNG KOSONG SOREANG","IDLE"
"SUBMITTED","JUL","3223202801","MESS PALAPA SOREANG","OFFICE"
"SUBMITTED","JUL","3223202803","GEDUNG KOSONG PALAPA SOREANG","IDLE"
"SUBMITTED","JUL","3213205201A","STO / PLASA GEGER KALONG","IDLE"
"SUBMITTED","JUL","3223200301A","PLASA / EKS CATEL PADALARANG","IDLE"
"OPEN","JUL","3213202501","PLASA / WITEL BANDUNG / STO LEMBONG","OFFICE"
"SUBMITTED","SEP","3213200105","HALAMAN PLASA TELKOM SUPRATMAN","HALAMAN"
"SUBMITTED","SEP","3213201003","HALAMAN STO CIJAURA","HALAMAN"
"OPEN","SEP","3213201102","HALAMAN STO HEGARMANAH","HALAMAN"
"SUBMITTED","SEP","3213201203","HALAMAN STO KOPO","HALAMAN"
"SUBMITTED","SEP","3213201603","HALAMAN STO TEGALEGA","HALAMAN"
"SUBMITTED","SEP","3223201303","HALAMAN STO CILILIN","HALAMAN"
"SUBMITTED","SEP","3223202304","HALAMAN STO SOREANG","HALAMAN"
"SUBMITTED","SEP","3213200103","GUDANG PLASA SUPRATMAN","GUDANG"
"SUBMITTED","SEP","3213200201","GUDANG ARNET AHMAD YANI","GUDANG"
"SUBMITTED","SEP","3213200401F","GMP BANDUNG","SARANA OLAHRAGA"
"SUBMITTED","SEP","3213200403","GUDANG GMP BANDUNG","GUDANG"
"SUBMITTED","SEP","3213200405","GMP BANDUNG","UTILITY"
"SUBMITTED","SEP","3213200702","GUDANG PLASA SUMEDANG","GUDANG"
"SUBMITTED","SEP","3213200902","RUMDIN WASTUKENCANA","UTILITY"
"SUBMITTED","SEP","3213201402","GUDANG STO SUMEDANG","GUDANG"
"SUBMITTED","SEP","3213201502","GUDANG TANJUNGSARI","GUDANG"
"SUBMITTED","SEP","3213202201","GUDANG TELKOM CISANGGARUNG","GUDANG"
"SUBMITTED","SEP","3213202202","TELKOM CISANGGARUNG","UTILITY"
"SUBMITTED","SEP","3213202302","GUDANG DHARMA WANITA","GUDANG"
"SUBMITTED","SEP","3213202502","GUDANG WITEL BANDUNG","GUDANG"
"SUBMITTED","SEP","3213202504","WITEL BANDUNG","UTILITY"
"SUBMITTED","SEP","3213203703","GUDANG GT SEKAR","GUDANG"
"SUBMITTED","SEP","3213204704","GT BENGAWAN 81","GUDANG"
"OPEN","SEP","3213205228","GUDANG GEDUNG POOL KBM","GUDANG"
"SUBMITTED","SEP","3213205229","GUDANG GEDUNG AULA","GUDANG"
"SUBMITTED","SEP","3223200102","GUDANG WITEL BANDUNG BARAT","GUDANG"
"SUBMITTED","SEP","3223200202","EKS CATEL PANGALENGAN","UTILITY"
"SUBMITTED","SEP","3223200303","EKS CATEL PADALARANG","UTILITY"
"OPEN","SEP","3223200401","GUDANG ARSIP DAYEUH KOLOT / EKS NETRE","GUDANG"
"SUBMITTED","SEP","3223200402","GUDANG ARSIP DAYEUH KOLOT / EKS NETRE","GUDANG"
"SUBMITTED","SEP","3223200602","GUDANG PLASA BAROS","GUDANG"
"SUBMITTED","SEP","3223200603","PLASA BAROS","UTILITY"
"SUBMITTED","SEP","3223201403","GUDANG STO CIMAHI","GUDANG"
"SUBMITTED","SEP","3223201702","GUDANG CIWIDEY","GUDANG"
"SUBMITTED","SEP","3223201902","GUDANG LEMBANG","GUDANG"
"SUBMITTED","SEP","3223201903","STO LEMBANG","UTILITY"
"SUBMITTED","SEP","3223202003","GUDANG MAJALAYA","GUDANG"
"SUBMITTED","SEP","3223202302","GUDANG SOREANG","GUDANG"
"SUBMITTED","SEP","3223202602","STO BOJONGWARU","UTILITY"
"SUBMITTED","SEP","3223202603","GUDANG BOJONGWARU","GUDANG"
"SUBMITTED","SEP","3223202802","GUDANG MESS PALAPA SOREANG","GUDANG"
"OPEN","SEP","3223202804","MESS PALAPA SOREANG","UTILITY"
"SUBMITTED","SEP","3213200102","PLASA SUPRATMAN","OFFICE"
"SUBMITTED","SEP","3213200104","GEDUNG KOSONG PLASA SUPRATMAN","IDLE"
"SUBMITTED","SEP","3213200202","ARNET AHMAD YANI","OFFICE"
"SUBMITTED","SEP","3213200401D","GMP BANDUNG","OFFICE"
"SUBMITTED","SEP","3213200401E","GMP BANDUNG","RUANG IBADAH"
"SUBMITTED","SEP","3213200404","GEDUNG KOSONG GMP BANDUNG","IDLE"
"OPEN","SEP","3213200701","PLASA SUMEDANG","OFFICE"
"OPEN","SEP","3213200703","GEDUNG KOSONG PLASA SUMEDANG","IDLE"
"OPEN","SEP","3213201001","PLASA / STO CIJAURA","OFFICE"
"SUBMITTED","SEP","3213201002","GEDUNG KOSONG CIJAURA","IDLE"
"OPEN","SEP","3213201101","STO HEGARMANAH","OFFICE"
"SUBMITTED","SEP","3213201201","PLASA / STO KOPO","OFFICE"
"SUBMITTED","SEP","3213201202","GEDUNG KOSONG KOPO","IDLE"
"SUBMITTED","SEP","3213201301","STO SADANG SERANG","OFFICE"
"SUBMITTED","SEP","3213201401","STO SUMEDANG","OFFICE"
"SUBMITTED","SEP","3213201501","STO TANJUNGSARI","OFFICE"
"SUBMITTED","SEP","3213201601","STO TEGALEGA","OFFICE"
"SUBMITTED","SEP","3213201602","GEDUNG KOSONG TEGALEGA","IDLE"
"SUBMITTED","SEP","3213201701","STO TURANGGA","OFFICE"
"OPEN","SEP","3213201801","STO UJUNG BERUNG","OFFICE"
"SUBMITTED","SEP","3213201802","PLASA UJUNG BERUNG","OFFICE"
"SUBMITTED","SEP","3213201803","GEDUNG KOSONG PLASA UJUNG BERUNG","IDLE"
"OPEN","SEP","3213201804","GEDUNG KOSONGSTO UJUNG BERUNG","IDLE"
"SUBMITTED","SEP","3213202301","TELKOM DHARMA WANITA","OFFICE"
"SUBMITTED","SEP","3213202403","GT WAHIDIN","IDLE"
"SUBMITTED","SEP","3213202503","GEDUNG KOSONG WITEL BANDUNG","IDLE"
"SUBMITTED","SEP","3213204703","GT BENGAWAN 81","OFFICE"
"SUBMITTED","SEP","3213205201","STO / PLASA GEGER KALONG","OFFICE"
"SUBMITTED","SEP","3213205231","GEDUNG KOSONG STO GEGERKALONG","IDLE"
"SUBMITTED","SEP","3223200101","WITEL BANDUNG BARAT","OFFICE"
"SUBMITTED","SEP","3223200103","GEDUNG KOSONG WITEL BANDUNG BARAT","IDLE"
"SUBMITTED","SEP","3223200201","EKS CATEL PANGALENGAN","OFFICE"
"SUBMITTED","SEP","3223200301","PLASA / EKS CATEL PADALARANG","OFFICE"
"SUBMITTED","SEP","3223200302","GEDUNG KOSONG PADALARANG","IDLE"
"SUBMITTED","SEP","3223200601","PLASA BAROS","OFFICE"
"SUBMITTED","SEP","3223200801","PLASA / STO BANJARAN","OFFICE"
"SUBMITTED","SEP","3223200901","STO BATUJAJAR","OFFICE"
"SUBMITTED","SEP","3223200902","GEDUNG KOSONG BATUJAJAR","IDLE"
"SUBMITTED","SEP","3223201001","STO CICALENGKA","OFFICE"
"SUBMITTED","SEP","3223201002","GEDUNG KOSONG CICALENGKA","IDLE"
"SUBMITTED","SEP","3223201101","STO CIHALIWUNG","OFFICE"
"SUBMITTED","SEP","3223201102","GEDUNG KOSONG CIHALIWUNG","IDLE"
"SUBMITTED","SEP","3223201201","STO CIKALONG WETAN","OFFICE"
"SUBMITTED","SEP","3223201301","STO CILILIN","OFFICE"
"SUBMITTED","SEP","3223201302","GEDUNG KOSONG CILILIN","IDLE"
"SUBMITTED","SEP","3223201401","STO CIMAHI","OFFICE"
"SUBMITTED","SEP","3223201402","GEDUNG KOSONG STO CIMAHI","IDLE"
"SUBMITTED","SEP","3223201501","STO CIPATAT","OFFICE"
"SUBMITTED","SEP","3223201601","STO CISARUA","OFFICE"
"SUBMITTED","SEP","3223201701","STO CIWIDEY","OFFICE"
"SUBMITTED","SEP","3223201703","GEDUNG KOSONG CIWIDEY","IDLE"
"SUBMITTED","SEP","3223201801","STO GUNUNG HALU","OFFICE"
"SUBMITTED","SEP","3223201901","STO LEMBANG","OFFICE"
"SUBMITTED","SEP","3223202001","STO MAJALAYA","OFFICE"
"SUBMITTED","SEP","3223202002","GEDUNG KOSONG MAJALAYA","IDLE"
"SUBMITTED","SEP","3223202101","STO NANJUNG","OFFICE"
"SUBMITTED","SEP","3223202201","PLASA / STO RANCAEKEK","OFFICE"
"SUBMITTED","SEP","3223202202","GEDUNG KOSONG RANCAEKEK","IDLE"
"SUBMITTED","SEP","3223202301","PLASA / STO SOREANG","OFFICE"
"SUBMITTED","SEP","3223202303","GEDUNG KOSONG SOREANG","IDLE"
"SUBMITTED","SEP","3223202801","MESS PALAPA SOREANG","OFFICE"
"SUBMITTED","SEP","3223202803","GEDUNG KOSONG PALAPA SOREANG","IDLE"
"SUBMITTED","SEP","3213205201A","STO / PLASA GEGER KALONG","IDLE"
"OPEN","SEP","3223200301A","PLASA / EKS CATEL PADALARANG","IDLE"
"SUBMITTED","SEP","3213200203","KANTOR CICADAS","OFFICE"
"SUBMITTED","SEP","3213200204","STO CICADAS","POP ETC"
"OPEN","SEP","3213200301","DIVA KEBON WARU","OFFICE"
"SUBMITTED","SEP","3213200401B","GMP BANDUNG","OFFICE"
"SUBMITTED","SEP","3213200401C","GMP BANDUNG","POP ETC"
"SUBMITTED","SEP","3213201901","TELKOM ACI GD. B","OFFICE"
"SUBMITTED","SEP","3213202001","TELKOM ACI GD. A","OFFICE"
"SUBMITTED","SEP","3213203702","GT SEKAR","OFFICE"
"SUBMITTED","SEP","3213200401A","GMP BANDUNG","OFFICE"
"SUBMITTED","SEP","3213200901","RUMDIN WASTUKENCANA","OFFICE"
"SUBMITTED","SEP","3213202501","PLASA / WITEL BANDUNG / STO LEMBONG","OFFICE"
"SUBMITTED","SEP","3213200401","GMP BANDUNG","OFFICE"
