Status,Month,ID,Name,Type
"SUBMITTED","SEP","3223201102","GEDUNG KOSONG CIHALIWUNG","IDLE"
"SUBMITTED","SEP","3223201201","STO CIKALONG WETAN","OFFICE"
"SUBMITTED","SEP","3223201301","STO CILILIN","OFFICE"
"SUBMITTED","SEP","3223201302","GEDUNG KOSONG CILILIN","IDLE"
"SUBMITTED","SEP","3223201401","STO CIMAHI","OFFICE"
"SUBMITTED","SEP","3223201402","GEDUNG KOSONG STO CIMAHI","IDLE"
"SUBMITTED","SEP","3223201501","STO CIPATAT","OFFICE"
"SUBMITTED","SEP","3223201601","STO CISARUA","OFFICE"
"SUBMITTED","SEP","3223201701","STO CIWIDEY","OFFICE"
"SUBMITTED","SEP","3223201703","GEDUNG KOSONG CIWIDEY","IDLE"
"SUBMITTED","SEP","3223201801","STO GUNUNG HALU","OFFICE"
"SUBMITTED","SEP","3223201901","STO LEMBANG","OFFICE"
"SUBMITTED","SEP","3223202001","STO MAJALAYA","OFFICE"
"SUBMITTED","SEP","3223202002","GEDUNG KOSONG MAJALAYA","IDLE"
"SUBMITTED","SEP","3223202101","STO NANJUNG","OFFICE"
"SUBMITTED","SEP","3223202201","PLASA / STO RANCAEKEK","OFFICE"
"SUBMITTED","SEP","3223202202","GEDUNG KOSONG RANCAEKEK","IDLE"
"SUBMITTED","SEP","3223202301","PLASA / STO SOREANG","OFFICE"
"SUBMITTED","SEP","3223202303","GEDUNG KOSONG SOREANG","IDLE"
"SUBMITTED","SEP","3223202801","MESS PALAPA SOREANG","OFFICE"
"SUBMITTED","SEP","3223202803","GEDUNG KOSONG PALAPA SOREANG","IDLE"
"SUBMITTED","SEP","3213205201A","STO / PLASA GEGER KALONG","IDLE"
"SUBMITTED","SEP","3213200203","KANTOR CICADAS","OFFICE"
"SUBMITTED","SEP","3213200204","STO CICADAS","POP ETC"
"SUBMITTED","SEP","3213200401B","GMP BANDUNG","OFFICE"
"SUBMITTED","SEP","3213200401C","GMP BANDUNG","POP ETC"
"SUBMITTED","SEP","3213201901","TELKOM ACI GD. B","OFFICE"
"SUBMITTED","SEP","3213202001","TELKOM ACI GD. A","OFFICE"
"SUBMITTED","SEP","3213203702","GT SEKAR","OFFICE"
"SUBMITTED","SEP","3213200401A","GMP BANDUNG","OFFICE"
"SUBMITTED","SEP","3213200901","RUMDIN WASTUKENCANA","OFFICE"
"SUBMITTED","SEP","3213202501","PLASA / WITEL BANDUNG / STO LEMBONG","OFFICE"
"SUBMITTED","SEP","3213200401","GMP BANDUNG","OFFICE"
