Status,Month,ID,Name,Type
"OPEN","AGU","3213201501","STO TANJUNGSARI","OFFICE"
"OPEN","AGU","3213201601","STO TEGALEGA","OFFICE"
"OPEN","AGU","3213201602","GEDUNG KOSONG TEGALEGA","IDLE"
"OPEN","AGU","3213201701","STO TURANGGA","OFFICE"
"OPEN","AGU","3213201801","STO UJUNG BERUNG","OFFICE"
"OPEN","AGU","3213201802","PLASA UJUNG BERUNG","OFFICE"
"OPEN","AGU","3213201803","GEDUNG KOSONG PLASA UJUNG BERUNG","IDLE"
"OPEN","AGU","3213201804","GEDUNG KOSONGSTO UJUNG BERUNG","IDLE"
"OPEN","AGU","3213202301","TELKOM DHARMA WANITA","OFFICE"
"OPEN","AGU","3213202403","GT WAHIDIN","IDLE"
"OPEN","AGU","3213202503","GEDUNG KOSONG WITEL BANDUNG","IDLE"
"OPEN","AGU","3213204703","GT BENGAWAN 81","OFFICE"
"OPEN","AGU","3213205201","STO / PLASA GEGER KALONG","OFFICE"
"OPEN","AGU","3213205231","GEDUNG KOSONG STO GEGERKALONG","IDLE"
"OPEN","AGU","3223200101","WITEL BANDUNG BARAT","OFFICE"
"OPEN","AGU","3223200103","GEDUNG KOSONG WITEL BANDUNG BARAT","IDLE"
"OPEN","AGU","3223200201","EKS CATEL PANGALENGAN","OFFICE"
"OPEN","AGU","3223200301","PLASA / EKS CATEL PADALARANG","OFFICE"
"OPEN","AGU","3223200302","GEDUNG KOSONG PADALARANG","IDLE"
"OPEN","AGU","3223200601","PLASA BAROS","OFFICE"
"OPEN","AGU","3223200801","PLASA / STO BANJARAN","OFFICE"
"OPEN","AGU","3223200901","STO BATUJAJAR","OFFICE"
"OPEN","AGU","3223200902","GEDUNG KOSONG BATUJAJAR","IDLE"
"OPEN","AGU","3223201001","STO CICALENGKA","OFFICE"
"OPEN","AGU","3223201002","GEDUNG KOSONG CICALENGKA","IDLE"
"OPEN","AGU","3223201101","STO CIHALIWUNG","OFFICE"
"OPEN","AGU","3223201102","GEDUNG KOSONG CIHALIWUNG","IDLE"
"OPEN","AGU","3223201201","STO CIKALONG WETAN","OFFICE"
"OPEN","AGU","3223201301","STO CILILIN","OFFICE"
"OPEN","AGU","3223201302","GEDUNG KOSONG CILILIN","IDLE"
"OPEN","AGU","3223201401","STO CIMAHI","OFFICE"
"OPEN","AGU","3223201402","GEDUNG KOSONG STO CIMAHI","IDLE"
"OPEN","AGU","3223201501","STO CIPATAT","OFFICE"
"OPEN","AGU","3223201601","STO CISARUA","OFFICE"
"OPEN","AGU","3223201701","STO CIWIDEY","OFFICE"
"OPEN","AGU","3223201703","GEDUNG KOSONG CIWIDEY","IDLE"
"OPEN","AGU","3223201801","STO GUNUNG HALU","OFFICE"
"OPEN","AGU","3223201901","STO LEMBANG","OFFICE"
"OPEN","AGU","3223202001","STO MAJALAYA","OFFICE"
"OPEN","AGU","3223202002","GEDUNG KOSONG MAJALAYA","IDLE"
"OPEN","AGU","3223202101","STO NANJUNG","OFFICE"
"OPEN","AGU","3223202201","PLASA / STO RANCAEKEK","OFFICE"
"OPEN","AGU","3223202202","GEDUNG KOSONG RANCAEKEK","IDLE"
"OPEN","AGU","3223202301","PLASA / STO SOREANG","OFFICE"
"OPEN","AGU","3223202303","GEDUNG KOSONG SOREANG","IDLE"
"OPEN","AGU","3223202801","MESS PALAPA SOREANG","OFFICE"
"OPEN","AGU","3223202803","GEDUNG KOSONG PALAPA SOREANG","IDLE"
"OPEN","AGU","3213205201A","STO / PLASA GEGER KALONG","IDLE"
"OPEN","AGU","3223200301A","PLASA / EKS CATEL PADALARANG","IDLE"
"OPEN","AGU","3213200203","KANTOR CICADAS","OFFICE"
"OPEN","AGU","3213200204","STO CICADAS","POP ETC"
"OPEN","AGU","3213200301","DIVA KEBON WARU","OFFICE"
"OPEN","AGU","3213200401B","GMP BANDUNG","OFFICE"
"OPEN","AGU","3213200401C","GMP BANDUNG","POP ETC"
"OPEN","AGU","3213201901","TELKOM ACI GD. B","OFFICE"
"OPEN","AGU","3213202001","TELKOM ACI GD. A","OFFICE"
"OPEN","AGU","3213203702","GT SEKAR","OFFICE"
"OPEN","AGU","3213200401A","GMP BANDUNG","OFFICE"
"OPEN","AGU","3213200901","RUMDIN WASTUKENCANA","OFFICE"
"OPEN","AGU","3213202501","PLASA / WITEL BANDUNG / STO LEMBONG","OFFICE"
"OPEN","AGU","3213200401","GMP BANDUNG","OFFICE"
